#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
AF_CKDN230030159-1A_HGKHYDSX7_L2.MOBre/plasmid_AA275.fasta	37	70	991	+	mph(A)_2	1-921/921	========/======	1/1	100.00	99.67	resfinder	U36578	mph(A)	Erythromycin;Azithromycin;Spiramycin;Telithromycin
AF_CKDN230030159-1A_HGKHYDSX7_L2.MOBre/plasmid_AA275.fasta	38	354	1600	+	tet(A)_6	1-1247/1275	===============	0/0	97.80	100.00	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline
AF_CKDN230030159-1A_HGKHYDSX7_L2.MOBre/plasmid_AA275.fasta	39	47	646	+	aac(6')-Ib-cr_1	1-600/600	===============	0/0	100.00	100.00	resfinder	DQ303918	aac(6')-Ib-cr	Ciprofloxacin
AF_CKDN230030159-1A_HGKHYDSX7_L2.MOBre/plasmid_AA275.fasta	39	777	1607	+	blaOXA-1_1	1-831/831	===============	0/0	100.00	100.00	resfinder	HQ170510	blaOXA-1	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
AF_CKDN230030159-1A_HGKHYDSX7_L2.MOBre/plasmid_AA275.fasta	42	1	498	+	dfrA12_8	1-498/498	===============	0/0	100.00	100.00	resfinder	AM040708	dfrA12	Trimethoprim
AF_CKDN230030159-1A_HGKHYDSX7_L2.MOBre/plasmid_AA275.fasta	42	896	1697	+	aadA2_1	18-819/819	===============	0/0	97.92	99.88	resfinder	NC_010870	aadA2	Streptomycin
AF_CKDN230030159-1A_HGKHYDSX7_L2.MOBre/plasmid_AA275.fasta	45	306	1172	-	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
AF_CKDN230030159-1A_HGKHYDSX7_L2.MOBre/plasmid_AA275.fasta	53	138	953	-	aph(3')-Ia_1	1-816/816	===============	0/0	100.00	100.00	resfinder	V00359	aph(3')-Ia	
AF_CKDN230030159-1A_HGKHYDSX7_L2.MOBre/plasmid_AD312.fasta	36	8	819	-	ant(3'')-Ia_1	161-972/972	..=============	0/0	83.54	99.75	resfinder	X02340	ant(3'')-Ia	Streptomycin
AF_CKDN230030159-1A_HGKHYDSX7_L2.MOBre/plasmid_AD312.fasta	36	816	1616	-	blaOXA-10_1	1-801/801	===============	0/0	100.00	99.88	resfinder	J03427	blaOXA-10	Amoxicillin;Ampicillin;Aztreonam;Piperacillin;Piperacillin+Tazobactam
AF_CKDN230030159-1A_HGKHYDSX7_L2.MOBre/plasmid_AD312.fasta	36	1881	3140	-	cmlA1_1	1-1260/1260	===============	0/0	100.00	99.68	resfinder	M64556	cmlA1	Chloramphenicol
AG_CKDN230030160-1A_HGKHYDSX7_L2.MOBre/plasmid_AA474.fasta	15	17475	18350	+	blaCTX-M-8_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AF189721	blaCTX-M-8	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
AI_CKDN230030162-1A_HGKHYDSX7_L2.MOBre/plasmid_AA474.fasta	422	1148	2023	+	blaCTX-M-8_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AF189721	blaCTX-M-8	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
AM_CKDN230030166-1A_HGKHYDSX7_L2.MOBre/plasmid_AA276.fasta	22	729	1373	-	qnrB1_1	1-645/645	===============	0/0	100.00	100.00	resfinder	DQ351241	qnrB1	Ciprofloxacin
AM_CKDN230030166-1A_HGKHYDSX7_L2.MOBre/plasmid_AA276.fasta	22	9629	10875	-	tet(A)_6	1-1247/1275	===============	0/0	97.80	100.00	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline
AM_CKDN230030166-1A_HGKHYDSX7_L2.MOBre/plasmid_AA276.fasta	23	3239	4054	+	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
AM_CKDN230030166-1A_HGKHYDSX7_L2.MOBre/plasmid_AA276.fasta	23	4115	4918	+	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
AM_CKDN230030166-1A_HGKHYDSX7_L2.MOBre/plasmid_AA276.fasta	23	4918	5754	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	100.00	resfinder	M28829	aph(6)-Id	Streptomycin
AM_CKDN230030166-1A_HGKHYDSX7_L2.MOBre/plasmid_AA276.fasta	23	6316	7191	+	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
AM_CKDN230030166-1A_HGKHYDSX7_L2.MOBre/plasmid_AA276.fasta	24	1643	2125	+	dfrA14_5	1-483/483	===============	0/0	100.00	99.59	resfinder	DQ388123	dfrA14	Trimethoprim
AM_CKDN230030166-1A_HGKHYDSX7_L2.MOBre/plasmid_AA276.fasta	31	44	904	+	aac(3)-IIa_1	1-861/861	===============	0/0	100.00	99.77	resfinder	X51534	aac(3)-IIa	Gentamicin;Tobramycin
AM_CKDN230030166-1A_HGKHYDSX7_L2.MOBre/plasmid_AA276.fasta	34	580	1410	-	blaOXA-1_1	1-831/831	===============	0/0	100.00	100.00	resfinder	HQ170510	blaOXA-1	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
AM_CKDN230030166-1A_HGKHYDSX7_L2.MOBre/plasmid_AA276.fasta	34	1541	2140	-	aac(6')-Ib-cr_1	1-600/600	===============	0/0	100.00	100.00	resfinder	DQ303918	aac(6')-Ib-cr	Ciprofloxacin
AP_CKDN230030169-1A_HGKHYDSX7_L2.MOBre/plasmid_AA356.fasta	171	19	492	+	dfrA17_1	1-474/474	===============	0/0	100.00	100.00	resfinder	FJ460238	dfrA17	Trimethoprim
AP_CKDN230030169-1A_HGKHYDSX7_L2.MOBre/plasmid_AA356.fasta	171	623	1411	+	aadA5_1	1-789/789	===============	0/0	100.00	100.00	resfinder	AF137361	aadA5	Streptomycin
AP_CKDN230030169-1A_HGKHYDSX7_L2.MOBre/plasmid_AA356.fasta	171	1931	2797	+	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
AP_CKDN230030169-1A_HGKHYDSX7_L2.MOBre/plasmid_AA356.fasta	173	3248	4169	-	mph(A)_2	1-921/921	========/======	1/1	100.00	99.67	resfinder	U36578	mph(A)	Erythromycin;Azithromycin;Spiramycin;Telithromycin
AP_CKDN230030169-1A_HGKHYDSX7_L2.MOBre/plasmid_novel_659910db89b47e9b96450005af46f7bd.fasta	179	1178	2424	-	tet(A)_6	1-1247/1275	===============	0/0	97.80	100.00	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline
AP_CKDN230030169-1A_HGKHYDSX7_L2.MOBre/plasmid_novel_659910db89b47e9b96450005af46f7bd.fasta	189	477	1292	+	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
AP_CKDN230030169-1A_HGKHYDSX7_L2.MOBre/plasmid_novel_659910db89b47e9b96450005af46f7bd.fasta	189	1353	2156	+	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
AP_CKDN230030169-1A_HGKHYDSX7_L2.MOBre/plasmid_novel_659910db89b47e9b96450005af46f7bd.fasta	189	2156	2845	+	aph(6)-Id_1	1-690/837	=============..	0/0	82.44	99.86	resfinder	M28829	aph(6)-Id	Streptomycin
AR_CKDN230030171-1A_HGKHYDSX7_L2.MOBre/plasmid_AA474.fasta	40	5008	6221	+	floR_2	1-1214/1215	===============	0/0	99.92	98.19	resfinder	AF118107	floR	Chloramphenicol;Florfenicol
AR_CKDN230030171-1A_HGKHYDSX7_L2.MOBre/plasmid_AA474.fasta	40	6822	8096	-	tet(A)_6	1-1275/1275	===============	0/0	100.00	99.92	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline
AR_CKDN230030171-1A_HGKHYDSX7_L2.MOBre/plasmid_AA474.fasta	47	2083	3288	+	tet(B)_2	1-1206/1206	===============	0/0	100.00	100.00	resfinder	AF326777	tet(B)	Doxycycline;Tetracycline;Minocycline
AR_CKDN230030171-1A_HGKHYDSX7_L2.MOBre/plasmid_AA474.fasta	49	4283	5158	-	blaCTX-M-8_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AF189721	blaCTX-M-8	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
AR_CKDN230030171-1A_HGKHYDSX7_L2.MOBre/plasmid_AA474.fasta	58	33	836	+	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
AR_CKDN230030171-1A_HGKHYDSX7_L2.MOBre/plasmid_AA474.fasta	58	836	1672	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	100.00	resfinder	M28829	aph(6)-Id	Streptomycin
AS_CKDN230030172-1A_HGKHYDSX7_L2.MOBre/plasmid_AA176.fasta	47	4159	5364	+	tet(B)_2	1-1206/1206	===============	0/0	100.00	100.00	resfinder	AF326777	tet(B)	Doxycycline;Tetracycline;Minocycline
AS_CKDN230030172-1A_HGKHYDSX7_L2.MOBre/plasmid_AA176.fasta	48	2271	3073	+	aph(3'')-Ib_2	2-804/804	===============	0/0	99.88	100.00	resfinder	AF024602	aph(3'')-Ib	Streptomycin
AS_CKDN230030172-1A_HGKHYDSX7_L2.MOBre/plasmid_AA176.fasta	48	3073	3909	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	100.00	resfinder	M28829	aph(6)-Id	Streptomycin
AS_CKDN230030172-1A_HGKHYDSX7_L2.MOBre/plasmid_AA474.fasta	43	19494	20639	-	blaCMY-2_1	1-1146/1146	===============	0/0	100.00	100.00	resfinder	X91840	blaCMY-2	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
AS_CKDN230030172-1A_HGKYJDSX7_L3.MOBre/plasmid_AA176.fasta	48	1288	2493	-	tet(B)_2	1-1206/1206	===============	0/0	100.00	100.00	resfinder	AF326777	tet(B)	Doxycycline;Tetracycline;Minocycline
AS_CKDN230030172-1A_HGKYJDSX7_L3.MOBre/plasmid_AA474.fasta	37	2271	3073	+	aph(3'')-Ib_2	2-804/804	===============	0/0	99.88	100.00	resfinder	AF024602	aph(3'')-Ib	Streptomycin
AS_CKDN230030172-1A_HGKYJDSX7_L3.MOBre/plasmid_AA474.fasta	37	3073	3909	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	100.00	resfinder	M28829	aph(6)-Id	Streptomycin
AS_CKDN230030172-1A_HGKYJDSX7_L3.MOBre/plasmid_AA474.fasta	37	16808	17953	+	blaCMY-2_1	1-1146/1146	===============	0/0	100.00	100.00	resfinder	X91840	blaCMY-2	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
AT_CKDN230030173-1A_HGKHYDSX7_L2.MOBre/plasmid_AA474.fasta	16	17475	18350	+	blaCTX-M-8_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AF189721	blaCTX-M-8	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
AX_CKDN230030177-1A_HGKHYDSX7_L2.MOBre/plasmid_AA474.fasta	48	5008	6221	+	floR_2	1-1214/1215	===============	0/0	99.92	98.19	resfinder	AF118107	floR	Chloramphenicol;Florfenicol
AX_CKDN230030177-1A_HGKHYDSX7_L2.MOBre/plasmid_AA474.fasta	48	6822	8096	-	tet(A)_6	1-1275/1275	===============	0/0	100.00	99.92	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline
AX_CKDN230030177-1A_HGKHYDSX7_L2.MOBre/plasmid_AA474.fasta	62	33	836	+	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
AX_CKDN230030177-1A_HGKHYDSX7_L2.MOBre/plasmid_AA474.fasta	62	836	1672	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	100.00	resfinder	M28829	aph(6)-Id	Streptomycin
AX_CKDN230030177-1A_HGKHYDSX7_L2.MOBre/plasmid_AA474.fasta	71	112	987	+	blaCTX-M-8_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AF189721	blaCTX-M-8	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
AX_CKDN230030177-1A_HGKHYDSX7_L2.MOBre/plasmid_AA667.fasta	41	4630	5490	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
AX_CKDN230030177-1A_HGKHYDSX7_L2.MOBre/plasmid_AA667.fasta	41	14472	15677	+	tet(B)_2	1-1206/1206	===============	0/0	100.00	100.00	resfinder	AF326777	tet(B)	Doxycycline;Tetracycline;Minocycline
AY_CKDN230030178-1A_HGKHYDSX7_L2.MOBre/plasmid_AA474.fasta	15	4283	5158	-	blaCTX-M-8_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AF189721	blaCTX-M-8	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
AY_CKDN230030178-1A_HGKYJDSX7_L3.MOBre/plasmid_AA474.fasta	15	17475	18350	+	blaCTX-M-8_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AF189721	blaCTX-M-8	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
A_CKDN230030134-1A_HGKHYDSX7_L2.MOBre/plasmid_AA275.fasta	28	2638	3513	-	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
A_CKDN230030134-1A_HGKHYDSX7_L2.MOBre/plasmid_AA275.fasta	28	6335	7195	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
A_CKDN230030134-1A_HGKHYDSX7_L2.MOBre/plasmid_AA275.fasta	35	2242	3163	-	mph(A)_2	1-921/921	========/======	1/1	100.00	99.67	resfinder	U36578	mph(A)	Erythromycin;Azithromycin;Spiramycin;Telithromycin
A_CKDN230030134-1A_HGKHYDSX7_L2.MOBre/plasmid_AA275.fasta	36	924	2170	-	tet(A)_6	1-1247/1275	===============	0/0	97.80	100.00	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline
A_CKDN230030134-1A_HGKHYDSX7_L2.MOBre/plasmid_AA275.fasta	39	47	646	+	aac(6')-Ib-cr_1	1-600/600	===============	0/0	100.00	100.00	resfinder	DQ303918	aac(6')-Ib-cr	Ciprofloxacin
A_CKDN230030134-1A_HGKHYDSX7_L2.MOBre/plasmid_AA275.fasta	39	777	1607	+	blaOXA-1_1	1-831/831	===============	0/0	100.00	100.00	resfinder	HQ170510	blaOXA-1	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
A_CKDN230030134-1A_HGKHYDSX7_L2.MOBre/plasmid_AA275.fasta	41	51	852	-	aadA2_1	18-819/819	===============	0/0	97.92	99.88	resfinder	NC_010870	aadA2	Streptomycin
A_CKDN230030134-1A_HGKHYDSX7_L2.MOBre/plasmid_AA275.fasta	41	1250	1747	-	dfrA12_8	1-498/498	===============	0/0	100.00	100.00	resfinder	AM040708	dfrA12	Trimethoprim
A_CKDN230030134-1A_HGKHYDSX7_L2.MOBre/plasmid_AA275.fasta	44	428	1294	+	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
A_CKDN230030134-1A_HGKHYDSX7_L2.MOBre/plasmid_AA275.fasta	50	88	903	+	aph(3')-Ia_1	1-816/816	===============	0/0	100.00	100.00	resfinder	V00359	aph(3')-Ia	
A_CKDN230030134-1A_HGKHYDSX7_L2.MOBre/plasmid_AD312.fasta	34	8	819	-	ant(3'')-Ia_1	161-972/972	..=============	0/0	83.54	99.75	resfinder	X02340	ant(3'')-Ia	Streptomycin
A_CKDN230030134-1A_HGKHYDSX7_L2.MOBre/plasmid_AD312.fasta	34	816	1616	-	blaOXA-10_1	1-801/801	===============	0/0	100.00	99.88	resfinder	J03427	blaOXA-10	Amoxicillin;Ampicillin;Aztreonam;Piperacillin;Piperacillin+Tazobactam
A_CKDN230030134-1A_HGKHYDSX7_L2.MOBre/plasmid_AD312.fasta	34	1881	3140	-	cmlA1_1	1-1260/1260	===============	0/0	100.00	99.68	resfinder	M64556	cmlA1	Chloramphenicol
B_CKDN230030135-1A_HGKHYDSX7_L2.MOBre/plasmid_AA474.fasta	41	3206	4351	+	blaCMY-2_1	1-1146/1146	===============	0/0	100.00	100.00	resfinder	X91840	blaCMY-2	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
E_CKDN230030138-1A_HGKHYDSX7_L2.MOBre/plasmid_AA327.fasta	56	3537	4352	+	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
E_CKDN230030138-1A_HGKHYDSX7_L2.MOBre/plasmid_AA327.fasta	56	4413	5216	+	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
E_CKDN230030138-1A_HGKHYDSX7_L2.MOBre/plasmid_AA327.fasta	56	5216	6052	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	100.00	resfinder	M28829	aph(6)-Id	Streptomycin
E_CKDN230030138-1A_HGKHYDSX7_L2.MOBre/plasmid_AA327.fasta	56	7313	8587	+	tet(A)_6	1-1275/1275	===============	0/0	100.00	99.92	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline
E_CKDN230030138-1A_HGKHYDSX7_L2.MOBre/plasmid_AA327.fasta	56	9188	10401	-	floR_2	1-1214/1215	===============	0/0	99.92	98.19	resfinder	AF118107	floR	Chloramphenicol;Florfenicol
E_CKDN230030138-1A_HGKHYDSX7_L2.MOBre/plasmid_AA327.fasta	95	370	1245	+	blaCTX-M-55_1	1-876/876	===============	0/0	100.00	100.00	resfinder	DQ810789	blaCTX-M-55	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
E_CKDN230030138-1A_HGKHYDSX7_L2.MOBre/plasmid_AA327.fasta	95	2027	2767	-	blaTEM-141_1	121-861/861	..=============	0/0	86.06	100.00	resfinder	AY956335	blaTEM-141	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
E_CKDN230030138-1A_HGKHYDSX7_L2.MOBre/plasmid_AA327.fasta	98	1460	2254	+	aph(3')-IIa_2	1-795/795	===============	0/0	100.00	100.00	resfinder	V00618	aph(3')-IIa	
H_CKDN230030141-1A_HGKHYDSX7_L2.MOBre/plasmid_AA474.fasta	16	17475	18350	+	blaCTX-M-8_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AF189721	blaCTX-M-8	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
K_CKDN230030144-1A_HGKHYDSX7_L2.MOBre/plasmid_AA474.fasta	16	17475	18350	+	blaCTX-M-8_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AF189721	blaCTX-M-8	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
P_CKDN230030146-1A_HGKHYDSX7_L2.MOBre/plasmid_AA275.fasta	29	2638	3513	-	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
P_CKDN230030146-1A_HGKHYDSX7_L2.MOBre/plasmid_AA275.fasta	29	6335	7195	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
P_CKDN230030146-1A_HGKHYDSX7_L2.MOBre/plasmid_AA275.fasta	35	205	1464	+	cmlA1_1	1-1260/1260	===============	0/0	100.00	99.68	resfinder	M64556	cmlA1	Chloramphenicol
P_CKDN230030146-1A_HGKHYDSX7_L2.MOBre/plasmid_AA275.fasta	35	1729	2529	+	blaOXA-10_1	1-801/801	===============	0/0	100.00	99.88	resfinder	J03427	blaOXA-10	Amoxicillin;Ampicillin;Aztreonam;Piperacillin;Piperacillin+Tazobactam
P_CKDN230030146-1A_HGKHYDSX7_L2.MOBre/plasmid_AA275.fasta	35	2526	3337	+	ant(3'')-Ia_1	161-972/972	..=============	0/0	83.54	99.75	resfinder	X02340	ant(3'')-Ia	Streptomycin
P_CKDN230030146-1A_HGKHYDSX7_L2.MOBre/plasmid_AA275.fasta	36	2242	3163	-	mph(A)_2	1-921/921	========/======	1/1	100.00	99.67	resfinder	U36578	mph(A)	Erythromycin;Azithromycin;Spiramycin;Telithromycin
P_CKDN230030146-1A_HGKHYDSX7_L2.MOBre/plasmid_AA275.fasta	37	924	2170	-	tet(A)_6	1-1247/1275	===============	0/0	97.80	100.00	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline
P_CKDN230030146-1A_HGKHYDSX7_L2.MOBre/plasmid_AA275.fasta	40	47	646	+	aac(6')-Ib-cr_1	1-600/600	===============	0/0	100.00	100.00	resfinder	DQ303918	aac(6')-Ib-cr	Ciprofloxacin
P_CKDN230030146-1A_HGKHYDSX7_L2.MOBre/plasmid_AA275.fasta	40	777	1607	+	blaOXA-1_1	1-831/831	===============	0/0	100.00	100.00	resfinder	HQ170510	blaOXA-1	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
P_CKDN230030146-1A_HGKHYDSX7_L2.MOBre/plasmid_AA275.fasta	42	51	852	-	aadA2_1	18-819/819	===============	0/0	97.92	99.88	resfinder	NC_010870	aadA2	Streptomycin
P_CKDN230030146-1A_HGKHYDSX7_L2.MOBre/plasmid_AA275.fasta	42	1250	1747	-	dfrA12_8	1-498/498	===============	0/0	100.00	100.00	resfinder	AM040708	dfrA12	Trimethoprim
P_CKDN230030146-1A_HGKHYDSX7_L2.MOBre/plasmid_AA275.fasta	45	428	1294	+	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
P_CKDN230030146-1A_HGKHYDSX7_L2.MOBre/plasmid_AA275.fasta	53	138	953	-	aph(3')-Ia_1	1-816/816	===============	0/0	100.00	100.00	resfinder	V00359	aph(3')-Ia	
