#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
AA_CKDN230030154-1A_HGKHYDSX7_L2.fasta/assembly.fasta	16	73430	74017	-	yagZ/ecpA	1-588/588	===============	0/0	100.00	99.32	vfdb	NP_286010	(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
AA_CKDN230030154-1A_HGKHYDSX7_L2.fasta/assembly.fasta	16	74092	74682	-	ykgK/ecpR	1-591/591	===============	0/0	100.00	97.63	vfdb	NP_286011	(ykgK/ecpR) regulator protein EcpR [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
AA_CKDN230030154-1A_HGKHYDSX7_L2.fasta/assembly.fasta	16	77702	81943	+	fdeC	1-4245/4251	========/======	3/5	99.76	92.35	vfdb	YP_002390132	(fdeC) adhesin FdeC [FdeC (VF0506)] [Escherichia coli O45:K1:H7 str. S88]	
AA_CKDN230030154-1A_HGKHYDSX7_L2.fasta/assembly.fasta	27	33903	34733	+	gspC	1-831/831	===============	0/0	100.00	95.07	vfdb	YP_404599	(gspC) general secretion pathway protein C [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
AA_CKDN230030154-1A_HGKHYDSX7_L2.fasta/assembly.fasta	27	34973	36823	+	gspD	1-1836/1836	========/======	1/15	100.00	97.35	vfdb	YP_404600	(gspD) general secretion pathway protein D [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
AA_CKDN230030154-1A_HGKHYDSX7_L2.fasta/assembly.fasta	27	36823	38316	+	gspE	1-1494/1494	===============	0/0	100.00	96.25	vfdb	YP_404601	(gspE) general secretion pathway protein E [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
AA_CKDN230030154-1A_HGKHYDSX7_L2.fasta/assembly.fasta	27	38316	39515	+	gspF	1-1200/1200	===============	0/0	100.00	96.33	vfdb	YP_404602	(gspF) general secretion pathway protein F [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
AA_CKDN230030154-1A_HGKHYDSX7_L2.fasta/assembly.fasta	27	39556	40011	+	gspG	1-456/456	===============	0/0	100.00	95.61	vfdb	YP_404603	(gspG) general secretion pathway protein G [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
AA_CKDN230030154-1A_HGKHYDSX7_L2.fasta/assembly.fasta	27	40048	40578	+	gspH	1-531/531	===============	0/0	100.00	95.86	vfdb	YP_404604	(gspH) general secretion pathway protein H [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
AA_CKDN230030154-1A_HGKHYDSX7_L2.fasta/assembly.fasta	27	40575	40946	+	gspI	1-372/372	===============	0/0	100.00	95.16	vfdb	YP_404605	(gspI) general secretion pathway protein I [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
AA_CKDN230030154-1A_HGKHYDSX7_L2.fasta/assembly.fasta	27	40979	41548	+	gspJ	1-570/570	===============	0/0	100.00	96.49	vfdb	YP_404606	(gspJ) general secretion pathway protein J [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
AA_CKDN230030154-1A_HGKHYDSX7_L2.fasta/assembly.fasta	27	41545	42522	+	gspK	1-978/978	===============	0/0	100.00	96.11	vfdb	YP_404607	(gspK) general secretion pathway protein K [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
AA_CKDN230030154-1A_HGKHYDSX7_L2.fasta/assembly.fasta	27	42837	43697	+	gspL	1-861/861	===============	0/0	100.00	97.56	vfdb	YP_404608	(gspL) general secretion pathway protein L [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
AA_CKDN230030154-1A_HGKHYDSX7_L2.fasta/assembly.fasta	27	43813	44235	+	gspM	1-423/423	===============	0/0	100.00	94.09	vfdb	YP_404609	(gspM) general secretion pathway protein M [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
AA_CKDN230030154-1A_HGKHYDSX7_L2.fasta/assembly.fasta	39	2273	2585	-	papB	1-313/315	===============	0/0	99.37	99.04	vfdb		(papB) regulatory protein PapB [P fimbriae (VF0220)] [Escherichia coli CFT073]	
AA_CKDN230030154-1A_HGKHYDSX7_L2.fasta/assembly.fasta	39	3008	3228	+	papI	1-221/234	===============	0/0	94.44	98.64	vfdb	NP_755468	(papI) regulatory protein PapI [P fimbriae (VF0220)] [Escherichia coli CFT073]	
AA_CKDN230030154-1A_HGKHYDSX7_L2.fasta/assembly.fasta	4	220290	221036	-	entA	1-747/747	===============	0/0	100.00	95.98	vfdb	NP_752614	(entA) 23-dihydro-23-dihydroxybenzoate dehydrogenase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AA_CKDN230030154-1A_HGKHYDSX7_L2.fasta/assembly.fasta	4	221036	221893	-	entB	1-858/858	===============	0/0	100.00	97.44	vfdb	NP_752613	(entB) isochorismatase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AA_CKDN230030154-1A_HGKHYDSX7_L2.fasta/assembly.fasta	4	221907	223517	-	entE	1-1611/1611	===============	0/0	100.00	95.90	vfdb	NP_752612	(entE) 23-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AA_CKDN230030154-1A_HGKHYDSX7_L2.fasta/assembly.fasta	4	223527	224714	-	entC	1-1188/1188	===============	0/0	100.00	97.56	vfdb	NP_752611	(entC) isochorismate synthase 1 [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AA_CKDN230030154-1A_HGKHYDSX7_L2.fasta/assembly.fasta	4	225077	226033	+	fepB	1-957/957	===============	0/0	100.00	97.28	vfdb	NP_752610	(fepB) ferrienterobactin ABC transporter periplasmic binding protein [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AA_CKDN230030154-1A_HGKHYDSX7_L2.fasta/assembly.fasta	4	226037	227287	-	entS	1-1251/1251	===============	0/0	100.00	95.52	vfdb	NP_752609	(entS) enterobactin exporter iron-regulated [enterobactin (IA019)] [Escherichia coli CFT073]	
AA_CKDN230030154-1A_HGKHYDSX7_L2.fasta/assembly.fasta	4	227386	228402	+	fepD	1-1017/1017	===============	0/0	100.00	95.67	vfdb	NP_752608	(fepD) ferrienterobactin ABC transporter permease [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AA_CKDN230030154-1A_HGKHYDSX7_L2.fasta/assembly.fasta	4	228399	229391	+	fepG	1-993/993	===============	0/0	100.00	94.56	vfdb	NP_752607	(fepG) iron-enterobactin ABC transporter permease [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AA_CKDN230030154-1A_HGKHYDSX7_L2.fasta/assembly.fasta	4	229388	230203	+	fepC	1-816/816	===============	0/0	100.00	96.94	vfdb	NP_752606	(fepC) ferrienterobactin ABC transporter ATPase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AA_CKDN230030154-1A_HGKHYDSX7_L2.fasta/assembly.fasta	4	231577	235430	-	entF	1-3854/3882	===============	0/0	99.28	95.61	vfdb	NP_752604	(entF) enterobactin synthase multienzyme complex component ATP-dependent [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AA_CKDN230030154-1A_HGKHYDSX7_L2.fasta/assembly.fasta	4	235648	236850	-	fes	1-1203/1203	===============	0/0	100.00	96.76	vfdb	NP_752602	(fes) enterobactin/ferric enterobactin esterase [enterobactin (IA019)] [Escherichia coli CFT073]	
AA_CKDN230030154-1A_HGKHYDSX7_L2.fasta/assembly.fasta	4	237093	239333	+	fepA	1-2241/2241	===============	0/0	100.00	96.79	vfdb	NP_752600	(fepA) ferrienterobactin outer membrane transporter [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AA_CKDN230030154-1A_HGKHYDSX7_L2.fasta/assembly.fasta	4	239358	240128	+	entD	1-771/771	===============	0/0	100.00	94.03	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AA_CKDN230030154-1A_HGKHYDSX7_L2.fasta/assembly.fasta	6	170932	172830	+	espL1	1-1899/1899	===============	0/0	100.00	94.79	vfdb	NP_288154	(espL1) Type III secretion system effector espL1 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]	
AA_CKDN230030154-1A_HGKHYDSX7_L2.fasta/assembly.fasta	9	139286	140197	-	fimH	1-912/912	===============	0/0	100.00	97.70	vfdb	NP_757248	(fimH) FimH protein precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]	
AA_CKDN230030154-1A_HGKHYDSX7_L2.fasta/assembly.fasta	9	140208	140711	-	fimG	1-504/504	===============	0/0	100.00	98.41	vfdb	NP_757247	(fimG) FimG protein precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]	
AA_CKDN230030154-1A_HGKHYDSX7_L2.fasta/assembly.fasta	9	140724	141257	-	fimF	1-534/534	===============	0/0	100.00	97.75	vfdb	NP_757245	(fimF) FimF protein precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]	
AA_CKDN230030154-1A_HGKHYDSX7_L2.fasta/assembly.fasta	9	141264	143900	-	fimD	1-2637/2637	===============	0/0	100.00	98.79	vfdb	NP_757244	(fimD) Outer membrane usher protein fimD precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]	
AA_CKDN230030154-1A_HGKHYDSX7_L2.fasta/assembly.fasta	9	143967	144692	-	fimC	1-726/726	===============	0/0	100.00	98.62	vfdb	NP_757243	(fimC) Chaperone protein fimC precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]	
AA_CKDN230030154-1A_HGKHYDSX7_L2.fasta/assembly.fasta	9	144729	145268	-	fimI	1-540/540	===============	0/0	100.00	97.78	vfdb	NP_757242	(fimI) Fimbrin-like protein fimI precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]	
AA_CKDN230030154-1A_HGKHYDSX7_L2.fasta/assembly.fasta	9	145333	145938	-	fimA	1-606/606	===============	0/0	100.00	89.93	vfdb	NP_757241	(fimA) Type-1 fimbrial protein A chain precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]	
AA_CKDN230030154-1A_HGKHYDSX7_L2.fasta/assembly.fasta	9	146362	146958	-	fimE	1-597/597	===============	0/0	100.00	99.16	vfdb	NP_757240	(fimE) Type 1 fimbriae Regulatory protein fimE [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]	
AA_CKDN230030154-1A_HGKHYDSX7_L2.fasta/assembly.fasta	9	147436	148038	-	fimB	1-603/603	===============	0/0	100.00	97.84	vfdb	NP_757239	(fimB) Type 1 fimbriae Regulatory protein fimB [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	1	39651	41231	+	espX4	1-1581/1581	========/======	2/2	99.94	92.86	vfdb	NP_290672	(espX4) Type III secretion system effector EspX4 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	1	70782	72074	-	espX5	1-1293/1293	===============	0/0	100.00	95.75	vfdb	NP_290699	(espX5) Type III secretion system effector EspX5 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	1	296141	296743	+	fimB	1-603/603	===============	0/0	100.00	97.84	vfdb	NP_757239	(fimB) Type 1 fimbriae Regulatory protein fimB [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	1	297221	297817	+	fimE	1-597/597	===============	0/0	100.00	99.16	vfdb	NP_757240	(fimE) Type 1 fimbriae Regulatory protein fimE [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	1	298241	298846	+	fimA	1-606/606	===============	0/0	100.00	89.77	vfdb	NP_757241	(fimA) Type-1 fimbrial protein A chain precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	1	298911	299450	+	fimI	1-540/540	===============	0/0	100.00	98.52	vfdb	NP_757242	(fimI) Fimbrin-like protein fimI precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	1	299487	300212	+	fimC	1-726/726	===============	0/0	100.00	98.62	vfdb	NP_757243	(fimC) Chaperone protein fimC precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	1	300279	302915	+	fimD	1-2637/2637	===============	0/0	100.00	98.60	vfdb	NP_757244	(fimD) Outer membrane usher protein fimD precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	1	302922	303455	+	fimF	1-534/534	===============	0/0	100.00	98.13	vfdb	NP_757245	(fimF) FimF protein precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	1	303468	303971	+	fimG	1-504/504	===============	0/0	100.00	97.82	vfdb	NP_757247	(fimG) FimG protein precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	1	303982	304893	+	fimH	1-912/912	===============	0/0	100.00	97.48	vfdb	NP_757248	(fimH) FimH protein precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	1	418540	419960	-	espX1	1-1422/1422	========/======	1/1	99.93	94.73	vfdb	NP_285716	(espX1) Type III secretion system effector EspX1 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	12	15869	16639	-	entD	1-771/771	===============	0/0	100.00	94.03	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	12	16664	18904	-	fepA	1-2241/2241	===============	0/0	100.00	96.74	vfdb	NP_752600	(fepA) ferrienterobactin outer membrane transporter [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	12	19147	20349	+	fes	1-1203/1203	===============	0/0	100.00	96.51	vfdb	NP_752602	(fes) enterobactin/ferric enterobactin esterase [enterobactin (IA019)] [Escherichia coli CFT073]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	12	20567	24396	+	entF	1-3830/3882	===============	0/0	98.66	95.90	vfdb	NP_752604	(entF) enterobactin synthase multienzyme complex component ATP-dependent [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	12	25795	26610	-	fepC	1-816/816	===============	0/0	100.00	96.81	vfdb	NP_752606	(fepC) ferrienterobactin ABC transporter ATPase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	12	26607	27599	-	fepG	1-993/993	===============	0/0	100.00	94.66	vfdb	NP_752607	(fepG) iron-enterobactin ABC transporter permease [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	12	27596	28612	-	fepD	1-1017/1017	===============	0/0	100.00	96.36	vfdb	NP_752608	(fepD) ferrienterobactin ABC transporter permease [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	12	28711	29961	+	entS	1-1251/1251	===============	0/0	100.00	95.60	vfdb	NP_752609	(entS) enterobactin exporter iron-regulated [enterobactin (IA019)] [Escherichia coli CFT073]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	12	29965	30921	-	fepB	1-957/957	===============	0/0	100.00	97.39	vfdb	NP_752610	(fepB) ferrienterobactin ABC transporter periplasmic binding protein [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	12	31278	32465	+	entC	1-1188/1188	===============	0/0	100.00	97.56	vfdb	NP_752611	(entC) isochorismate synthase 1 [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	12	32475	34085	+	entE	1-1611/1611	===============	0/0	100.00	95.97	vfdb	NP_752612	(entE) 23-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	12	34099	34956	+	entB	1-858/858	===============	0/0	100.00	97.79	vfdb	NP_752613	(entB) isochorismatase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	12	34956	35702	+	entA	1-747/747	===============	0/0	100.00	95.05	vfdb	NP_752614	(entA) 23-dihydro-23-dihydroxybenzoate dehydrogenase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	14	34719	35771	-	ompA	1-1041/1041	========/======	1/12	100.00	94.30	vfdb	AAF37887	(ompA) outer membrane protein A [OmpA (VF0236)] [Escherichia coli O18:K1:H7 str. RS218]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	2	321961	322791	+	gspC	1-831/831	===============	0/0	100.00	94.70	vfdb	YP_404599	(gspC) general secretion pathway protein C [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	2	323031	324881	+	gspD	1-1836/1836	========/======	1/15	100.00	97.35	vfdb	YP_404600	(gspD) general secretion pathway protein D [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	2	324881	326374	+	gspE	1-1494/1494	===============	0/0	100.00	96.39	vfdb	YP_404601	(gspE) general secretion pathway protein E [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	2	326374	327573	+	gspF	1-1200/1200	===============	0/0	100.00	96.25	vfdb	YP_404602	(gspF) general secretion pathway protein F [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	2	327614	328069	+	gspG	1-456/456	===============	0/0	100.00	95.61	vfdb	YP_404603	(gspG) general secretion pathway protein G [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	2	328106	328636	+	gspH	1-531/531	===============	0/0	100.00	96.05	vfdb	YP_404604	(gspH) general secretion pathway protein H [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	2	328633	329004	+	gspI	1-372/372	===============	0/0	100.00	95.16	vfdb	YP_404605	(gspI) general secretion pathway protein I [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	2	329037	329606	+	gspJ	1-570/570	===============	0/0	100.00	97.19	vfdb	YP_404606	(gspJ) general secretion pathway protein J [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	2	329603	330580	+	gspK	1-978/978	===============	0/0	100.00	97.55	vfdb	YP_404607	(gspK) general secretion pathway protein K [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	2	330895	331755	+	gspL	1-861/861	===============	0/0	100.00	97.56	vfdb	YP_404608	(gspL) general secretion pathway protein L [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	2	331871	332293	+	gspM	1-423/423	===============	0/0	100.00	93.85	vfdb	YP_404609	(gspM) general secretion pathway protein M [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	4	420047	420502	-	csgB	1-456/456	========/======	2/2	99.78	84.03	vfdb	NP_460114	(csgB) minor curlin subunit precursor curli nucleator protein CsgB [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	4	421256	421906	+	csgD	1-651/651	===============	0/0	100.00	81.11	vfdb	NP_460113	(csgD) DNA-binding transcriptional regulator CsgD [curli fibers/thin aggregative fimbriae (AGF) (AI094)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	4	422325	422741	+	csgF	1-417/417	========/======	3/8	99.04	81.23	vfdb	NP_460111	(csgF) curli production assembly/transport protein CsgF [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	4	422768	423601	+	csgG	1-834/834	===============	0/0	100.00	83.09	vfdb	NP_460110	(csgG) curli production assembly/transport protein CsgG [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	5	20865	21920	-	espR1	198-1253/1260	..=============	0/0	83.81	94.22	vfdb	NP_287686	(espR1) Type III secretion system effector espR1 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	5	315436	317334	+	espL1	1-1899/1899	===============	0/0	100.00	94.94	vfdb	NP_288154	(espL1) Type III secretion system effector espL1 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	8	73825	78050	-	fdeC	1-4229/4251	========/======	1/3	99.41	92.39	vfdb	YP_002390132	(fdeC) adhesin FdeC [FdeC (VF0506)] [Escherichia coli O45:K1:H7 str. S88]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	8	81070	81660	+	ykgK/ecpR	1-591/591	===============	0/0	100.00	97.46	vfdb	NP_286011	(ykgK/ecpR) regulator protein EcpR [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	8	81735	82322	+	yagZ/ecpA	1-588/588	===============	0/0	100.00	99.32	vfdb	NP_286010	(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
AB_CKDN230030155-1A_HGKHYDSX7_L2.fasta/assembly.fasta	8	82380	83048	+	yagY/ecpB	1-669/669	===============	0/0	100.00	98.21	vfdb	NP_286009	(yagY/ecpB) E. coli common pilus chaperone EcpB [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
